Recency,MonetaryValue,Frequency
0.44016228633529547,0.04961792557390042,0.15369388979376117
2.186706428525774,0.03597966278964552,0.07684694489688058
0.888131219537784,0.05821716541475996,0.8453163938656865
0.005184541698636879,0.08584555677780512,0.15369388979376117
0.39623953856871064,0.035221904562831155,0.23054083469064174
0.12820801453739128,0.9738086732034973,1.6137858428344922
0.2965597630712612,0.09714682115504751,0.6916225040719253
0.3540703857884295,0.056513248378230393,0.30738777958752234
2.2489275587581363,0.02457865692733798,0.07684694489688058
0.051948179641520806,0.00924686684458115,0.07684694489688058
0.888966580476439,0.0071516030090112625,0.07684694489688058
0.04799678980470804,2.7111314880886606,7.146765875409894
2.1867130583744934,0.09617226372805683,0.5379286142781641
0.5399812886558542,0.055161197136236205,0.15369388979376117
1.0838310940395275,0.03544147435981484,0.07684694489688058
2.8263442882085594,0.020239902327004174,0.07684694489688058
0.7824812652684386,1.1486901289827873,2.535949181597059
0.11909197254810008,0.0195223177538966,0.15369388979376117
1.9664694839132184,0.06099607401254719,0.15369388979376117
1.3224393494537745,0.1282703203905838,0.15369388979376117
2.3345222206510408,0.03005058562188412,0.23054083469064174
0.2914547795572581,0.02660188524591637,0.07684694489688058
0.41071581324770506,0.018483343951134677,0.15369388979376117
0.9502893662073109,0.06579474768290362,0.4610816693812835
0.18187001007289882,0.13603076204801356,0.7684694489688059
0.3066371331248776,0.08813822563589974,0.15369388979376117
0.1914401966994747,0.035990745176874984,0.15369388979376117
2.3254061786617495,0.06409844978759432,0.23054083469064174
0.08621786767253618,0.08028566163462512,0.38423472448440293
0.27710115707957417,0.028384764291455814,0.23054083469064174
0.009523777685539485,0.08629716405740567,0.38423472448440293
0.16200035346060376,0.022888592874845248,0.15369388979376117
1.1314665570890237,0.26637764474571746,0.8453163938656865
2.9931015581253932,0.01539205056331702,0.07684694489688058
0.7062512646918059,0.033906563728534546,0.23054083469064174
0.19131754449816424,0.020870905749881586,0.07684694489688058
0.4827292300387457,0.16287091861936331,0.30738777958752234
0.34824274876400263,0.23716447200885948,0.23054083469064174
0.21504245814083953,0.07125559399022033,0.38423472448440293
1.985908200358747,0.0789696281511267,0.23054083469064174
2.0101204078823045,0.011127409427580233,0.07684694489688058
0.6198610209525631,0.22455687123694443,0.30738777958752234
0.8497709148468466,0.025269920830775578,0.23054083469064174
2.8547929690638676,0.07828390544130381,0.15369388979376117
0.062264224249038685,0.0631689145587233,0.5379286142781641
0.1418157790341332,0.09223108976957993,0.23054083469064174
1.4839225747142586,0.023162189309572548,0.07684694489688058
0.25269005409443224,0.29457608640187777,0.6147755591750447
0.8739333985050078,0.018638497372347126,0.23054083469064174
1.9135069374176166,0.021239395125261136,0.07684694489688058
0.0949195441168596,0.04224398217109809,0.15369388979376117
0.5250409245664958,0.042167790758895554,0.15369388979376117
0.30619624818503194,0.025953565592992923,0.15369388979376117
1.3123288301565608,0.03212022143698588,0.23054083469064174
0.09518142314127923,0.011797201205760758,0.07684694489688058
0.5543415409822575,0.2866237809155382,0.6916225040719253
0.8261587086324026,0.04300589629312349,0.38423472448440293
1.780800570524055,0.05105170942171188,0.23054083469064174
0.02296911088865405,0.08275287809158378,0.30738777958752234
0.18169100415747275,0.04260762300206477,0.07684694489688058
1.5900498780914067,0.23065426216075316,0.9990102836594476
0.3866693519421348,0.21861186313754072,0.38423472448440293
0.9452738856510209,0.08032029409471718,0.30738777958752234
0.03891721198337402,0.3568459422966113,1.460091953040731
0.45795680029839186,0.02219178777779291,0.23054083469064174
0.34295212948585396,0.15091925664159203,0.9990102836594476
1.579538252946664,0.09294313314907279,0.30738777958752234
0.27141606180261624,1.155323630388822,0.38423472448440293
0.39169477727150404,0.43280185377052666,0.23054083469064174
1.1797351706912305,0.07292903446186885,0.15369388979376117
0.047840988359800156,0.31405338195765503,0.8453163938656865
0.14305887566903655,0.15908212748529146,0.9990102836594476
2.491742453184896,0.03592286555509454,0.15369388979376117
0.02399673744017415,0.4352081170977232,0.9990102836594476
1.8131509173507796,0.014683470429833388,0.07684694489688058
0.11446102321754016,0.2295280145585592,0.5379286142781641
2.3153122339863343,0.03116713613525228,0.23054083469064174
0.22410546134037482,0.10051448157439984,0.23054083469064174
0.2725133017656909,0.26677522538757426,0.8453163938656865
0.5441382038029708,0.00962643860719017,0.07684694489688058
0.7453077034982891,0.22655100828904548,0.8453163938656865
0.3490416455347005,0.22108462078811406,0.7684694489688059
1.8667101502311352,0.025276847322793995,0.15369388979376117
1.441385465330046,0.029085725283719215,0.23054083469064174
2.9175444871937883,0.012976782796496463,0.07684694489688058
1.9960750733700765,0.03174064967437686,0.23054083469064174
0.03751168405484331,0.3524102168080197,0.7684694489688059
2.0574707874368627,0.033981369842333416,0.15369388979376117
1.0791636805410103,0.03903978696338031,0.15369388979376117
0.009725988071483763,0.3308909914052149,1.2295511183500893
0.1903893656774364,0.2049431237884049,0.8453163938656865
3.4655611524976577,0.01123823329987484,0.07684694489688058
1.3790217933502151,0.016780119563806956,0.15369388979376117
3.054520476662698,0.01403861402291915,0.07684694489688058
0.3153122901743231,0.11959142589151253,0.38423472448440293
1.1797848945566267,0.012135214016259303,0.07684694489688058
2.243719812588981,0.13968725718453373,0.6916225040719253
1.7661486048539943,0.20821589126710474,0.38423472448440293
3.4510848778186634,0.017495626189309006,0.07684694489688058
1.3786173725783266,0.04862397396925817,0.23054083469064174
3.1696908936932227,0.01211789778621327,0.07684694489688058
0.1148720738381482,1.2221289532572115,5.994061701956686
0.04283213765222962,16.95496153858174,3.9191941897409097
0.9162881870494346,0.06388649913183087,0.30738777958752234
0.07600458572017031,0.028609875282054255,0.15369388979376117
0.7162126123928314,0.04525077235629111,0.15369388979376117
0.3428891459230189,0.06971722011293081,0.30738777958752234
0.08518361127229661,0.11678896722086264,0.5379286142781641
0.9079445224359634,0.11702516059869054,0.23054083469064174
0.03831058082554119,0.5007472772251474,1.844326677525134
0.38757101136798466,0.10773050095918238,0.38423472448440293
0.8398294566919796,0.02361448923837491,0.15369388979376117
1.2412038130939311,0.011840838105476757,0.07684694489688058
2.091418927804983,0.1471505523343735,0.30738777958752234
2.9693037161468037,0.04118630683988645,0.15369388979376117
0.1245615977416748,0.07173213664108709,0.23054083469064174
0.02436800896846528,0.08711310481717466,0.38423472448440293
0.076458730357455,0.9527098858662096,4.303428914225313
0.04861999558433958,0.2430803888417859,0.23054083469064174
0.1430091518036404,0.11034525169613323,0.38423472448440293
2.8452990256975657,0.010950091231908864,0.07684694489688058
2.2007981719790384,0.0956160664189783,0.8453163938656865
0.013475167522352248,0.02746215555460325,0.15369388979376117
0.4256661221101426,0.45324747291047757,0.5379286142781641
0.8310051280463457,0.020827961499367418,0.23054083469064174
1.9959756256392842,0.0317025539682756,0.07684694489688058
0.6494102566953055,0.0503625234658798,0.23054083469064174
3.06876802156087,0.04404556274508728,0.07684694489688058
0.3817201698730396,0.022358716235436664,0.07684694489688058
2.0240629797393805,0.25614513808691614,0.23054083469064174
0.41514786711668045,0.09231559297220457,0.30738777958752234
3.11583663254485,0.020268300944279664,0.07684694489688058
3.0980056544137966,0.14791246645639894,0.07684694489688058
2.286976260559258,0.020527351745768307,0.07684694489688058
0.019836507368697624,0.14184070355305822,0.38423472448440293
